NULL,1,1,NULL,false
NULL,1,2,NULL,false
NULL,1,3,NULL,false
NULL,1,4,NULL,false
NULL,1,5,NULL,false
NULL,1,6,NULL,false
NULL,1,7,NULL,false
NULL,1,8,NULL,false
NULL,1,9,NULL,false
NULL,1,10,NULL,false
NULL,1,11,NULL,false
NULL,1,12,NULL,false
NULL,1,13,NULL,false
NULL,1,14,NULL,false
NULL,1,15,NULL,false
NULL,1,16,NULL,false
NULL,1,17,NULL,false
NULL,1,18,NULL,false
NULL,1,19,NULL,false
NULL,1,20,NULL,false
NULL,1,21,NULL,false
NULL,1,22,NULL,false
NULL,1,23,NULL,false
NULL,1,24,NULL,false
NULL,1,25,NULL,false
NULL,1,26,NULL,false
NULL,1,27,NULL,false
NULL,1,28,NULL,false
NULL,2,1,NULL,false
NULL,2,2,NULL,false
NULL,2,3,NULL,false
NULL,2,4,NULL,false
NULL,2,5,NULL,false
NULL,2,6,NULL,false
NULL,2,7,NULL,false
NULL,2,8,NULL,false
NULL,2,9,NULL,false
NULL,2,10,NULL,false
NULL,2,11,NULL,false
NULL,2,12,NULL,false
NULL,2,13,NULL,false
NULL,2,14,NULL,false
NULL,2,15,NULL,false
NULL,2,16,NULL,false
NULL,2,17,NULL,false
NULL,2,18,NULL,false
NULL,2,19,NULL,false
NULL,2,20,NULL,false
NULL,2,21,NULL,false
NULL,2,22,NULL,false
NULL,2,23,NULL,false
NULL,2,24,NULL,false
NULL,2,25,NULL,false
NULL,2,26,NULL,false
NULL,2,27,NULL,false
NULL,2,28,NULL,false
NULL,3,1,NULL,false
NULL,3,2,NULL,false
NULL,3,3,NULL,false
NULL,3,4,NULL,false
NULL,3,5,NULL,false
NULL,3,6,NULL,false
NULL,3,7,NULL,false
NULL,3,8,NULL,false
NULL,3,9,NULL,false
NULL,3,10,NULL,false
NULL,3,11,NULL,false
NULL,3,12,NULL,false
NULL,3,13,NULL,false
NULL,3,14,NULL,false
NULL,3,15,NULL,false
NULL,3,16,NULL,false
NULL,3,17,NULL,false
NULL,3,18,NULL,false
NULL,3,19,NULL,false
NULL,3,20,NULL,false
NULL,3,21,NULL,false
NULL,3,22,NULL,false
NULL,3,23,NULL,false
NULL,3,24,NULL,false
NULL,3,25,NULL,false
NULL,3,26,NULL,false
NULL,3,27,NULL,false
NULL,3,28,NULL,false
NULL,4,1,NULL,false
NULL,4,2,NULL,false
NULL,4,3,NULL,false
NULL,4,4,NULL,false
NULL,4,5,NULL,false
NULL,4,6,NULL,false
NULL,4,7,NULL,false
NULL,4,8,NULL,false
NULL,4,9,NULL,false
NULL,4,10,NULL,false
NULL,4,11,NULL,false
NULL,4,12,NULL,false
NULL,4,13,NULL,false
NULL,4,14,NULL,false
NULL,4,15,NULL,false
NULL,4,16,NULL,false
NULL,4,17,NULL,false
NULL,4,18,NULL,false
NULL,4,19,NULL,false
NULL,4,20,NULL,false
NULL,4,21,NULL,false
NULL,4,22,NULL,false
NULL,4,23,NULL,false
NULL,4,24,NULL,false
NULL,4,25,NULL,false
NULL,4,26,NULL,false
NULL,4,27,NULL,false
NULL,4,28,NULL,false
NULL,5,1,NULL,false
NULL,5,2,NULL,false
NULL,5,3,NULL,false
NULL,5,4,NULL,false
NULL,5,5,NULL,false
NULL,5,6,NULL,false
NULL,5,7,NULL,false
NULL,5,8,NULL,false
NULL,5,9,NULL,false
NULL,5,10,NULL,false
NULL,5,11,NULL,false
NULL,5,12,NULL,false
NULL,5,13,NULL,false
NULL,5,14,NULL,false
NULL,5,15,NULL,false
NULL,5,16,NULL,false
NULL,5,17,NULL,false
NULL,5,18,NULL,false
NULL,5,19,NULL,false
NULL,5,20,NULL,false
NULL,5,21,NULL,false
NULL,5,22,NULL,false
NULL,5,23,NULL,false
NULL,5,24,NULL,false
NULL,5,25,NULL,false
NULL,5,26,NULL,false
NULL,5,27,NULL,false
NULL,5,28,NULL,false
NULL,6,1,NULL,false
NULL,6,2,NULL,false
NULL,6,3,NULL,false
NULL,6,4,NULL,false
NULL,6,5,NULL,false
NULL,6,6,NULL,false
NULL,6,7,NULL,false
NULL,6,8,NULL,false
NULL,6,9,NULL,false
NULL,6,10,NULL,false
NULL,6,11,NULL,false
NULL,6,12,NULL,false
NULL,6,13,NULL,false
NULL,6,14,NULL,false
NULL,6,15,NULL,false
NULL,6,16,NULL,false
NULL,6,17,NULL,false
NULL,6,18,NULL,false
NULL,6,19,NULL,false
NULL,6,20,NULL,false
NULL,6,21,NULL,false
NULL,6,22,NULL,false
NULL,6,23,NULL,false
NULL,6,24,NULL,false
NULL,6,25,NULL,false
NULL,6,26,NULL,false
NULL,6,27,NULL,false
NULL,6,28,NULL,false
NULL,7,1,NULL,false
NULL,7,2,NULL,false
NULL,7,3,NULL,false
NULL,7,4,NULL,false
NULL,7,5,NULL,false
NULL,7,6,NULL,false
NULL,7,7,NULL,false
NULL,7,8,NULL,false
NULL,7,9,NULL,false
NULL,7,10,NULL,false
NULL,7,11,NULL,false
NULL,7,12,NULL,false
NULL,7,13,NULL,false
NULL,7,14,NULL,false
NULL,7,15,NULL,false
NULL,7,16,NULL,false
NULL,7,17,NULL,false
NULL,7,18,NULL,false
NULL,7,19,NULL,false
NULL,7,20,NULL,false
NULL,7,21,NULL,false
NULL,7,22,NULL,false
NULL,7,23,NULL,false
NULL,7,24,NULL,false
NULL,7,25,NULL,false
NULL,7,26,NULL,false
NULL,7,27,NULL,false
NULL,7,28,NULL,false
NULL,8,1,NULL,false
NULL,8,2,NULL,false
NULL,8,3,NULL,false
NULL,8,4,NULL,false
NULL,8,5,NULL,false
NULL,8,6,NULL,false
NULL,8,7,NULL,false
NULL,8,8,NULL,false
NULL,8,9,NULL,false
NULL,8,10,NULL,false
NULL,8,11,NULL,false
NULL,8,12,NULL,false
NULL,8,13,NULL,false
NULL,8,14,NULL,false
NULL,8,15,NULL,false
NULL,8,16,NULL,false
NULL,8,17,NULL,false
NULL,8,18,NULL,false
NULL,8,19,NULL,false
NULL,8,20,NULL,false
NULL,8,21,NULL,false
NULL,8,22,NULL,false
NULL,8,23,NULL,false
NULL,8,24,NULL,false
NULL,8,25,NULL,false
NULL,8,26,NULL,false
NULL,8,27,NULL,false
NULL,8,28,NULL,false
NULL,9,1,NULL,false
NULL,9,2,NULL,false
NULL,9,3,NULL,false
NULL,9,4,NULL,false
NULL,9,5,NULL,false
NULL,9,6,NULL,false
NULL,9,7,NULL,false
NULL,9,8,NULL,false
NULL,9,9,NULL,false
NULL,9,10,NULL,false
NULL,9,11,NULL,false
NULL,9,12,NULL,false
NULL,9,13,NULL,false
NULL,9,14,NULL,false
NULL,9,15,NULL,false
NULL,9,16,NULL,false
NULL,9,17,NULL,false
NULL,9,18,NULL,false
NULL,9,19,NULL,false
NULL,9,20,NULL,false
NULL,9,21,NULL,false
